361.0:0;0.3798118233680725;0.7173895835876465;-5.092825006158819e-08|1;0.3668598532676697;0.6833952069282532;-0.003706905525177717|2;0.35006436705589294;0.6632993817329407;-0.009969531558454037|3;0.3378044068813324;0.6502290368080139;-0.01694418303668499|4;0.3320319950580597;0.6411288380622864;-0.0238750409334898|5;0.32026752829551697;0.6882071495056152;-0.013014291413128376|6;0.3287521004676819;0.650053858757019;-0.027589725330471992|7;0.3464287221431732;0.6409265398979187;-0.0368453785777092|8;0.3598569929599762;0.644309401512146;-0.04157549515366554|9;0.3248285949230194;0.7114347219467163;-0.017222527414560318|10;0.33604615926742554;0.6662735342979431;-0.030719667673110962|11;0.3545227646827698;0.6572357416152954;-0.03514695540070534|12;0.3674362003803253;0.6593511700630188;-0.036789122968912125|13;0.3348020613193512;0.732170581817627;-0.02224201150238514|14;0.34450045228004456;0.6910477876663208;-0.035513345152139664|15;0.3600006699562073;0.6780633926391602;-0.036043111234903336|16;0.37076446413993835;0.6747759580612183;-0.034294504672288895|17;0.34762293100357056;0.7497668862342834;-0.027322914451360703|18;0.3530479371547699;0.7188094854354858;-0.03693879395723343|19;0.3620098829269409;0.7021397352218628;-0.03687675669789314|20;0.3680107295513153;0.69268399477005;-0.0351621583104133
604.0:0;0.4406801462173462;0.7235850095748901;-1.82987946573121e-07|1;0.4562873840332031;0.7160627245903015;-0.008817266672849655|2;0.4701537787914276;0.7329287528991699;-0.020529991015791893|3;0.4791370928287506;0.7610867619514465;-0.030553223565220833|4;0.4835039973258972;0.7862732410430908;-0.04248729720711708|5;0.4686732888221741;0.7288018465042114;-0.03603121265769005|6;0.4814509153366089;0.7820841073989868;-0.0462503582239151|7;0.48499828577041626;0.8079243898391724;-0.05073397979140282|8;0.4868556261062622;0.8229401111602783;-0.053296685218811035|9;0.45735466480255127;0.7395232319831848;-0.036076050251722336|10;0.4695320129394531;0.7988928556442261;-0.04309714213013649|11;0.47602805495262146;0.8233330249786377;-0.04453496262431145|12;0.4803530275821686;0.8355528712272644;-0.047799501568078995|13;0.44567349553108215;0.7536489367485046;-0.0346350371837616|14;0.4578821063041687;0.8075774908065796;-0.039334479719400406|15;0.4657624661922455;0.8251001238822937;-0.038749486207962036|16;0.47097864747047424;0.8319445848464966;-0.04050561413168907|17;0.43551933765411377;0.7665528655052185;-0.03359087184071541|18;0.44633162021636963;0.8081708550453186;-0.03753044828772545|19;0.4545791745185852;0.8231680393218994;-0.03624874725937843|20;0.4605487585067749;0.8289346694946289;-0.0363978259265422
605.0:0;0.44818174839019775;0.7312934994697571;2.233877296475839e-07|1;0.47307220101356506;0.7286390066146851;-0.0041349101811647415|2;0.4922228455543518;0.7416792511940002;-0.008820096030831337|3;0.5036114454269409;0.7627882361412048;-0.011760533787310123|4;0.5093340873718262;0.7787845730781555;-0.014733362942934036|5;0.48156049847602844;0.7620700597763062;-0.018468555063009262|6;0.4923693537712097;0.798490047454834;-0.024019954726099968|7;0.49989601969718933;0.8193450570106506;-0.026671938598155975|8;0.5056328773498535;0.8343181610107422;-0.027826309204101562|9;0.4678633213043213;0.7761383056640625;-0.018501080572605133|10;0.4821309745311737;0.8186475038528442;-0.023458722978830338|11;0.4917031228542328;0.8362086415290833;-0.023378999903798103|12;0.49824556708335876;0.8466058969497681;-0.02267855405807495|13;0.45612719655036926;0.7878138422966003;-0.017469950020313263|14;0.47050046920776367;0.8279387950897217;-0.020038768649101257|15;0.4804728627204895;0.8412415981292725;-0.016840830445289612|16;0.48709362745285034;0.8469278812408447;-0.014140247367322445|17;0.44618159532546997;0.794895589351654;-0.016487272456288338|18;0.45769789814949036;0.8292139768600464;-0.0169345885515213|19;0.4659583568572998;0.8385089635848999;-0.012797028757631779|20;0.47104611992836;0.8414435982704163;-0.0091698318719863
606.0:0;0.46382105350494385;0.7282541990280151;8.034714227278528e-08|1;0.4865895211696625;0.7303294539451599;-0.003309794934466481|2;0.5065573453903198;0.7533863186836243;-0.00782651174813509|3;0.5173075199127197;0.7840847969055176;-0.010500133968889713|4;0.518585205078125;0.8109609484672546;-0.012361256405711174|5;0.49367842078208923;0.7678313255310059;-0.02126430533826351|6;0.504220724105835;0.8155884742736816;-0.02418612688779831|7;0.5088876485824585;0.828386664390564;-0.02155294641852379|8;0.510271430015564;0.8325257897377014;-0.01887640357017517|9;0.47840631008148193;0.7777743935585022;-0.021025938913226128|10;0.4929735064506531;0.8272530436515808;-0.024228578433394432|11;0.4994775950908661;0.830096423625946;-0.01963413693010807|12;0.5009032487869263;0.8238247632980347;-0.015845220535993576|13;0.46586111187934875;0.7857378125190735;-0.01946905627846718|14;0.4800323247909546;0.8323015570640564;-0.020244192332029343|15;0.48636895418167114;0.8290892243385315;-0.013153069652616978|16;0.4879657030105591;0.8177174925804138;-0.008076571859419346|17;0.45533287525177;0.7914361953735352;-0.017955541610717773|18;0.466251403093338;0.8321067094802856;-0.017823578789830208|19;0.47266465425491333;0.8322596549987793;-0.012909230776131153|20;0.4746544063091278;0.8232250809669495;-0.0088779758661985
607.0:0;0.4757658541202545;0.7183328866958618;-8.151924135724187e-10|1;0.49723097681999207;0.726881742477417;0.00019736314425244927|2;0.5151817202568054;0.7560123205184937;-0.0018201323691755533|3;0.523274302482605;0.7883817553520203;-0.00307998014613986|4;0.522339940071106;0.8113995790481567;-0.0037748224567621946|5;0.5044765472412109;0.7660536766052246;-0.015147391706705093|6;0.5112732648849487;0.8139278292655945;-0.017285848036408424|7;0.5126246213912964;0.8269131183624268;-0.0143702058121562|8;0.5114352703094482;0.8308088183403015;-0.011611196212470531|9;0.48895877599716187;0.7722719311714172;-0.016849590465426445|10;0.49860650300979614;0.8256699442863464;-0.020814351737499237|11;0.5007405877113342;0.8213387131690979;-0.016690770164132118|12;0.49906447529792786;0.8094236254692078;-0.012489297427237034|13;0.47497326135635376;0.7776156663894653;-0.017224647104740143|14;0.4841955602169037;0.8280922770500183;-0.01920427195727825|15;0.48689791560173035;0.8195642828941345;-0.012740975245833397|16;0.48595911264419556;0.8054078221321106;-0.007421756163239479|17;0.46297284960746765;0.7808600068092346;-0.017298655584454536|18;0.47033390402793884;0.8246198892593384;-0.017287079244852066|19;0.47414472699165344;0.819878339767456;-0.012214801274240017|20;0.47395196557044983;0.8074703812599182;-0.00794668775051832
608.0:0;0.478400856256485;0.7151970863342285;9.642548981503296e-09|1;0.5010781288146973;0.7271669507026672;0.0008370440336875618|2;0.5179311633110046;0.7574715614318848;-0.0009414629894308746|3;0.5240437388420105;0.7910293936729431;-0.002017827006056905|4;0.5226609706878662;0.8143610954284668;-0.0024730658624321222|5;0.5063017010688782;0.769228458404541;-0.014057811349630356|6;0.5114544034004211;0.8161618113517761;-0.015299570746719837|7;0.51381516456604;0.8309345245361328;-0.01179597433656454|8;0.5136301517486572;0.8370668888092041;-0.008773935958743095|9;0.49041375517845154;0.7739779949188232;-0.015758518129587173|10;0.499784380197525;0.8265712261199951;-0.01868007704615593|11;0.5044786930084229;0.8287649154663086;-0.014258194714784622|12;0.5047703981399536;0.8228675723075867;-0.010217288509011269|13;0.47673577070236206;0.7779383063316345;-0.01608230546116829|14;0.48581239581108093;0.8278940320014954;-0.017407553270459175|15;0.4906609356403351;0.8236120939254761;-0.010636433959007263|16;0.49148300290107727;0.8124768137931824;-0.005275477189570665|17;0.4652246832847595;0.7794125080108643;-0.016100266948342323|18;0.4710819125175476;0.8227267265319824;-0.015716081485152245|19;0.4768584966659546;0.8239365816116333;-0.010686883702874184|20;0.4792274534702301;0.8169612884521484;-0.00649789907038211
609.0:0;0.4802226722240448;0.7205144166946411;-2.1242383851927116e-08|1;0.503228485584259;0.7314154505729675;0.0006336584920063615|2;0.5205919146537781;0.7638681530952454;-0.000902211875654757|3;0.5262958407402039;0.7985358238220215;-0.0016517373733222485|4;0.5236208438873291;0.8216325640678406;-0.0016246074810624123|5;0.5091466307640076;0.7722152471542358;-0.014745873399078846|6;0.5158246159553528;0.824553370475769;-0.016612395644187927|7;0.5182459354400635;0.8350991606712341;-0.012781384401023388|8;0.5173758864402771;0.8347317576408386;-0.0091307507827878|9;0.4927264451980591;0.7776243090629578;-0.01614634320139885|10;0.5026587247848511;0.8339834213256836;-0.0196444820612669|11;0.5067346692085266;0.8312495350837708;-0.014767494052648544|12;0.5061941742897034;0.820294976234436;-0.010095253586769104|13;0.478697270154953;0.7823725342750549;-0.01625654101371765|14;0.48854467272758484;0.8354188203811646;-0.017930276691913605|15;0.49312400817871094;0.8283519148826599;-0.010905621573328972|16;0.49358227849006653;0.8153687119483948;-0.005237743258476257|17;0.4673830568790436;0.7847530841827393;-0.016017740592360497|18;0.4738747477531433;0.8294097185134888;-0.015580538660287857|19;0.479043573141098;0.8269343972206116;-0.010266021825373173|20;0.48054561018943787;0.8164495229721069;-0.00588699057698249
610.0:0;0.4814490079879761;0.7194278836250305;-8.519477745494441e-08|1;0.5045233964920044;0.7307398319244385;0.000610610528383404|2;0.5210119485855103;0.7618014812469482;-0.0012581086484715343|3;0.5270820260047913;0.7951716780662537;-0.00248334021307528|4;0.5263395309448242;0.8179624676704407;-0.002648599911481142|5;0.5090757012367249;0.7745116353034973;-0.015124361030757427|6;0.5156458616256714;0.8263189792633057;-0.01770114153623581|7;0.5177916884422302;0.8233211636543274;-0.014137248508632183|8;0.5160874724388123;0.8124973773956299;-0.010416415520012379|9;0.49312078952789307;0.7788630723953247;-0.016460459679365158|10;0.5023655891418457;0.834614098072052;-0.019453760236501694|11;0.5055589079856873;0.8253160119056702;-0.014370240271091461|12;0.5034679770469666;0.8108898401260376;-0.009902695193886757|13;0.4793146550655365;0.7823173999786377;-0.016600647941231728|14;0.4882488250732422;0.8351515531539917;-0.018121667206287384|15;0.4921756684780121;0.8250464200973511;-0.01116710901260376|16;0.4912625551223755;0.8100744485855103;-0.0058207265101373196|17;0.46776530146598816;0.783485472202301;-0.016368383541703224|18;0.47345492243766785;0.8295173645019531;-0.016238059848546982|19;0.4783015251159668;0.8272503018379211;-0.011384267359972|20;0.4791986346244812;0.8171148300170898;-0.00746458070352673
611.0:0;0.4814876914024353;0.7178055644035339;-8.505028148420024e-08|1;0.5045915246009827;0.7307537198066711;2.8989916245336644e-05|2;0.5212864875793457;0.7625349760055542;-0.002052753698080778|3;0.5274642109870911;0.7967966794967651;-0.0036428465973585844|4;0.5271646976470947;0.8213326930999756;-0.004202534444630146|5;0.5090147852897644;0.7726994752883911;-0.013888606801629066|6;0.5154061317443848;0.8237450122833252;-0.016709130257368088|7;0.517854630947113;0.8234283924102783;-0.013679837808012962|8;0.5164514183998108;0.8132082223892212;-0.01031836960464716|9;0.49344104528427124;0.7769855260848999;-0.015321224927902222|10;0.5028336048126221;0.8321859836578369;-0.018513062968850136|11;0.5059080719947815;0.8239791393280029;-0.014381504617631435|12;0.503768265247345;0.8091771602630615;-0.010575098916888237|13;0.4798143804073334;0.7806199789047241;-0.01574408821761608|14;0.48904871940612793;0.8332713842391968;-0.017512420192360878|15;0.49258196353912354;0.8236648440361023;-0.01139247976243496|16;0.49132439494132996;0.8085733652114868;-0.006636164151132107|17;0.4683559834957123;0.7823958396911621;-0.01590007171034813|18;0.47408464550971985;0.8272493481636047;-0.016049155965447426|19;0.47854718565940857;0.8240688443183899;-0.011612515896558762|20;0.4789513051509857;0.8128633499145508;-0.00801840424537658
612.0:0;0.4669046103954315;0.7161273956298828;-7.749995489803041e-08|1;0.49002349376678467;0.7261530756950378;-0.0023107395973056555|2;0.5088937878608704;0.7536282539367676;-0.004924382083117962|3;0.5182450413703918;0.7847566604614258;-0.006504947319626808|4;0.519577145576477;0.8071040511131287;-0.007430597674101591|5;0.49129021167755127;0.7720888257026672;-0.015474317595362663|6;0.5023805499076843;0.8212293386459351;-0.01860271580517292|7;0.5068598389625549;0.8348420858383179;-0.01655159890651703|8;0.507777214050293;0.8402801752090454;-0.014227195642888546|9;0.4758947491645813;0.7790741920471191;-0.01601230539381504|10;0.49045583605766296;0.8294534087181091;-0.021154362708330154|11;0.49554938077926636;0.8220514059066772;-0.01786964386701584|12;0.4939258396625519;0.8091006278991699;-0.013833370059728622|13;0.46305859088897705;0.784080982208252;-0.015686310827732086|14;0.4767332375049591;0.8331899046897888;-0.019551299512386322|15;0.48229771852493286;0.8235399127006531;-0.014222469180822372|16;0.48126617074012756;0.8097827434539795;-0.009090173989534378|17;0.45222675800323486;0.7863774299621582;-0.01521042175590992|18;0.4613352119922638;0.8276404738426208;-0.017003264278173447|19;0.46731728315353394;0.8214572072029114;-0.012915349565446377|20;0.46747514605522156;0.809111475944519;-0.00892239995300769
